毛利率,净利率,净资产收益率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
50.44,37.85,23.32,20.0,4.5,3.97,0.52,0.17,297.96,1.32,0.5,1.25
